Model,Year,Mileage,V_engine,EngineType,HorsePower,Selector,Color,CarBodyType,Drive,Price
Toyota RAV4 IV (CA40),2014,89917.0,2.0,Бензин,146.0,вариатор,коричневый,внедорожник 5 дв.,полный,1400000.0
Renault Duster I,2013,62760.0,1.6,Бензин,102.0,механика,красный,внедорожник 5 дв.,полный,785000.0
Toyota RAV4 IV (CA40) Рестайлинг,2017,30160.0,2.2,Дизель,150.0,автомат,красный,внедорожник 5 дв.,полный,2177000.0
Mercedes-Benz C-Класс 180 IV (W205),2014,112261.0,1.6,Бензин,156.0,автомат,белый,седан,задний,1579000.0
Skoda Karoq I,2021,0.0,1.4,Бензин,150.0,автомат,Ambition,внедорожник 5 дв.,передний,1962869.0
Ford EcoSport I,2016,94054.0,1.6,Бензин,122.0,робот,чёрный,внедорожник 5 дв.,передний,947000.0
Mercedes-Benz C-Класс 300 III (W204),2010,150000.0,3.0,Бензин,231.0,автомат,серый,седан,полный,885000.0
Renault Duster I,2012,123339.0,1.6,Бензин,102.0,механика,чёрный,внедорожник 5 дв.,передний,705000.0
Hyundai Solaris I Рестайлинг,2016,253980.0,1.4,Бензин,107.0,механика,белый,седан,передний,499000.0
Mazda 6 III (GJ) Рестайлинг,2015,96359.0,2.0,Бензин,150.0,автомат,чёрный,седан,передний,1435000.0
BMW X7 40i I (G07),2021,0.0,3.0,Бензин,340.0,автомат,xDrive40i M Sport Pure,внедорожник 5 дв.,полный,7241238.0
Volkswagen Touareg I Рестайлинг,2007,170000.0,3.0,Дизель,224.0,автомат,серебристый,внедорожник 5 дв.,полный,889000.0
Land Rover Discovery Sport I,2016,102977.0,2.0,Бензин,240.0,автомат,белый,внедорожник 5 дв.,полный,1970000.0
Renault Sandero Stepway II,2018,46300.0,1.6,Бензин,82.0,механика,синий,хэтчбек 5 дв.,передний,957000.0
Infiniti QX50 I,2013,100000.0,2.5,Бензин,222.0,автомат,белый,внедорожник 5 дв.,полный,1450000.0
Lexus LS 600h IV Рестайлинг 2,2013,153528.0,5.0,Гибрид,394.0,вариатор,коричневый,седан,полный,2542000.0
BMW X7 40i I (G07),2021,0.0,3.0,Бензин,340.0,автомат,xDrive40i M Sport Pure,внедорожник 5 дв.,полный,7215234.0
Mitsubishi L200 Super Select IV Рестайлинг,2014,86222.0,2.5,Дизель,136.0,механика,серебристый,пикап двойная кабина,полный,1410000.0
Suzuki Vitara II,2016,52120.0,1.6,Бензин,117.0,автомат,серебристый,внедорожник 5 дв.,передний,1250000.0
BMW X5 40i IV (G05),2021,0.0,3.0,Бензин,340.0,автомат,xDrive40i M Sport Edition 21,внедорожник 5 дв.,полный,6340000.0
Mercedes-Benz AMG GT 53 I Рестайлинг,2019,46570.0,3.0,Бензин,435.0,робот,серый,лифтбек,полный,7846907.0
BMW X4 20d II (G02),2018,35248.0,2.0,Дизель,190.0,автомат,синий,внедорожник 5 дв.,полный,3708000.0
Mercedes-Benz AMG GT 53 I Рестайлинг,2019,46570.0,3.0,Бензин,435.0,робот,серый,лифтбек,полный,7846907.0
BMW X4 20d II (G02),2018,35248.0,2.0,Дизель,190.0,автомат,синий,внедорожник 5 дв.,полный,3708000.0
Land Rover Discovery V,2018,38781.0,3.0,Дизель,249.0,автомат,чёрный,внедорожник 5 дв.,полный,4374000.0
Mitsubishi Pajero Sport III,2018,112535.0,2.4,Дизель,181.0,автомат,синий,внедорожник 5 дв.,полный,2485000.0
Mercedes-Benz G-Класс AMG 63 AMG II (W463),2019,31881.0,4.0,Бензин,585.0,автомат,чёрный,внедорожник 5 дв.,полный,15958000.0
BMW X5 40i IV (G05),2021,0.0,3.0,Бензин,340.0,автомат,xDrive40i M Sport Pure,внедорожник 5 дв.,полный,7391600.0
BMW 3 серии 320d xDrive VII (G2x),2020,41231.0,2.0,Дизель,190.0,автомат,чёрный,седан,полный,3175610.0
Renault Duster I Рестайлинг,2018,96400.0,2.0,Бензин,143.0,механика,серебристый,внедорожник 5 дв.,полный,1180000.0
Subaru Outback IV,2010,223603.0,2.5,Бензин,167.0,вариатор,чёрный,универсал 5 дв.,полный,840000.0
BMW X5 M50d IV (G05),2021,0.0,3.0,Дизель,400.0,автомат,M50d M Special,внедорожник 5 дв.,полный,10481840.0
Ford Focus III Рестайлинг,2017,73119.0,1.6,Бензин,105.0,робот,чёрный,хэтчбек 5 дв.,передний,915000.0
Skoda Fabia II Рестайлинг,2013,132970.0,1.6,Бензин,105.0,автомат,белый,хэтчбек 5 дв.,передний,797000.0
Hyundai Tucson IV,2021,0.0,2.0,Бензин,150.0,автомат,Lifestyle,внедорожник 5 дв.,полный,2327000.0
MINI Countryman Cooper S I,2013,82631.0,1.6,Бензин,184.0,автомат,зелёный,внедорожник 5 дв.,полный,1215000.0
Nissan Note I,2008,154536.0,1.4,Бензин,88.0,механика,чёрный,хэтчбек 5 дв.,передний,395000.0
Kia Sportage IV,2017,71402.0,2.0,Бензин,150.0,автомат,серебристый,внедорожник 5 дв.,полный,1577000.0
Land Rover Range Rover Supercharged III Рестайлинг 2,2012,186518.0,5.0,Бензин,510.0,автомат,коричневый,внедорожник 5 дв.,полный,1677000.0
Hyundai Tucson IV,2021,0.0,2.0,Бензин,150.0,механика,Family + Advanced,внедорожник 5 дв.,полный,2167000.0
Kia Rio X-Line IV,2018,38572.0,1.6,Бензин,123.0,автомат,серый,хэтчбек 5 дв.,передний,1265000.0
Ravon R2,2016,12373.0,1.3,Бензин,85.0,автомат,белый,хэтчбек 5 дв.,передний,714000.0
Mercedes-Benz Viano L1 I (W639) Рестайлинг,2011,119600.0,3.0,Дизель,224.0,автомат,чёрный,минивэн,задний,1565000.0
Mitsubishi Outlander III Рестайлинг 3,2021,9630.0,2.0,Бензин,146.0,вариатор,чёрный,внедорожник 5 дв.,полный,2600000.0
Hyundai Tucson IV,2021,0.0,2.0,Дизель,186.0,автомат,Prestige,внедорожник 5 дв.,полный,2809000.0
Renault Duster I Рестайлинг,2015,156300.0,2.0,Бензин,143.0,автомат,зелёный,внедорожник 5 дв.,полный,901000.0
Hyundai Santa Fe III,2013,158584.0,2.4,Бензин,175.0,автомат,серебристый,внедорожник 5 дв.,полный,1385000.0
Ford Mondeo IV Рестайлинг,2011,103148.0,2.0,Бензин,200.0,робот,чёрный,седан,передний,790311.0
Renault Duster I Рестайлинг,2018,42040.0,1.5,Дизель,109.0,механика,зелёный,внедорожник 5 дв.,полный,1329000.0
Opel Zafira B Рестайлинг,2011,167000.0,1.8,Бензин,140.0,робот,чёрный,компактвэн,передний,590000.0
Kia Rio IV,2017,83719.0,1.6,Бензин,123.0,автомат,чёрный,седан,передний,1030000.0
Volkswagen Multivan T6 Рестайлинг,2020,16300.0,2.0,Дизель,199.0,робот,чёрный,минивэн,полный,6287000.0
Hyundai Tucson IV,2021,0.0,2.0,Бензин,150.0,механика,Classic,внедорожник 5 дв.,передний,1909000.0
Mitsubishi Pajero IV Рестайлинг 1,2013,157500.0,3.0,Бензин,178.0,автомат,белый,внедорожник 5 дв.,полный,1670000.0
Hyundai Tucson IV,2021,0.0,2.0,Дизель,186.0,автомат,Lifestyle + Smart Sense,внедорожник 5 дв.,полный,2352000.0
Mercedes-Benz GLC 220 d I (X253),2018,66715.0,2.1,Дизель,170.0,автомат,синий,внедорожник 5 дв.,полный,3100000.0
Audi A3 III (8V) Рестайлинг,2016,54604.0,1.4,Бензин,150.0,робот,чёрный,седан,передний,1491134.0
Nissan X-Trail II,2010,250802.0,2.0,Бензин,141.0,вариатор,чёрный,внедорожник 5 дв.,полный,735000.0
Hyundai Creta I,2016,40000.0,2.0,Бензин,149.0,автомат,белый,внедорожник 5 дв.,полный,1313000.0
Kia Sportage III,2012,101250.0,2.0,Бензин,150.0,автомат,белый,внедорожник 5 дв.,полный,999000.0
Hyundai Creta I,2016,88050.0,1.6,Бензин,123.0,автомат,коричневый,внедорожник 5 дв.,передний,1060000.0
Hyundai Solaris I Рестайлинг,2014,93000.0,1.6,Бензин,123.0,автомат,коричневый,седан,передний,735000.0
Hyundai Tucson IV,2021,0.0,2.0,Бензин,150.0,механика,Family,внедорожник 5 дв.,полный,2099000.0
Suzuki SX4 I (Classic),2007,185500.0,1.6,Бензин,106.0,механика,чёрный,седан,передний,510000.0
Hyundai Tucson IV,2021,0.0,2.5,Бензин,190.0,автомат,Family,внедорожник 5 дв.,полный,2009000.0
Mazda 3 I (BK) Рестайлинг,2007,219159.0,1.6,Бензин,105.0,автомат,чёрный,седан,передний,449000.0
BMW X3 20d xDrive II (F25),2012,91300.0,2.0,Дизель,184.0,автомат,серый,внедорожник 5 дв.,полный,1528947.0
Kia Sportage I,2006,142000.0,2.0,Бензин,128.0,механика,зелёный,внедорожник 5 дв.,задний,345000.0
Toyota Camry VIII (XV70) Рестайлинг,2021,4.0,2.5,Бензин,200.0,автомат,белый,седан,передний,2699000.0
Kia Optima IV Рестайлинг,2019,65000.0,2.4,Бензин,188.0,автомат,чёрный,седан,передний,1899000.0
Hyundai Tucson IV,2021,0.0,2.0,Бензин,150.0,автомат,Lifestyle,внедорожник 5 дв.,передний,2209000.0
Suzuki Grand Vitara III Рестайлинг,2011,246000.0,2.0,Бензин,140.0,автомат,чёрный,внедорожник 5 дв.,полный,819000.0
Jeep Grand Cherokee IV (WK2) Рестайлинг,2014,173600.0,3.0,Дизель,243.0,автомат,красный,внедорожник 5 дв.,полный,1975556.0
LADA (ВАЗ) 2101,1978,7000.0,1.2,Бензин,64.0,механика,жёлтый,седан,задний,150000.0
Hyundai Tucson IV,2021,0.0,2.0,Дизель,186.0,автомат,Prestige,внедорожник 5 дв.,полный,2827000.0
Volvo XC70 II,2012,243000.0,2.4,Дизель,215.0,автомат,коричневый,универсал 5 дв.,полный,1230000.0
Renault Sandero Stepway II,2015,141964.0,1.6,Бензин,82.0,робот,золотистый,хэтчбек 5 дв.,передний,585000.0
Ford Mondeo IV Рестайлинг,2011,103148.0,2.0,Бензин,200.0,робот,чёрный,седан,передний,790311.0
Kia Rio III Рестайлинг,2015,163423.0,1.6,Бензин,123.0,автомат,коричневый,хэтчбек 5 дв.,передний,725000.0
Volkswagen Jetta VII,2020,16439.0,1.6,Бензин,110.0,механика,серый,седан,передний,1487857.0
BMW 3 серии 320d xDrive VI (F3x) Рестайлинг,2017,76517.0,2.0,Дизель,190.0,автомат,чёрный,седан,полный,2607000.0
Renault Duster I Рестайлинг,2018,21160.0,2.0,Бензин,143.0,механика,коричневый,внедорожник 5 дв.,полный,1185000.0
Hyundai Tucson IV,2021,0.0,2.0,Дизель,186.0,автомат,Lifestyle,внедорожник 5 дв.,полный,2577000.0
Kia Optima IV,2017,84107.0,2.4,Бензин,188.0,автомат,чёрный,седан,передний,1707000.0
Land Rover Range Rover Long IV Рестайлинг,2019,38025.0,5.0,Бензин,565.0,автомат,пурпурный,внедорожник 5 дв.,полный,13900000.0
Hyundai Tucson IV,2021,0.0,2.0,Бензин,150.0,механика,Classic,внедорожник 5 дв.,передний,1869000.0
Ford Focus III,2014,84171.0,1.6,Бензин,105.0,робот,чёрный,хэтчбек 5 дв.,передний,700000.0
Mercedes-Benz G-Класс 500 II (W463) Рестайлинг 3,2015,79411.0,5.5,Бензин,388.0,автомат,чёрный,внедорожник 5 дв.,полный,4748000.0
"Mercedes-Benz CLA 200 I (C117, X117)",2015,34000.0,1.6,Бензин,150.0,робот,белый,седан,передний,1753205.0
Renault Logan Stepway II Рестайлинг,2018,27620.0,1.6,Бензин,113.0,вариатор,красный,седан,передний,929000.0
Hyundai Tucson IV,2021,0.0,2.0,Дизель,186.0,автомат,Prestige,внедорожник 5 дв.,полный,2827000.0
Geely Atlas I,2018,65700.0,2.4,Бензин,149.0,автомат,серый,внедорожник 5 дв.,передний,1410000.0
Audi A6 III (C6) Рестайлинг,2010,144140.0,2.8,Бензин,220.0,автомат,синий,седан,полный,878205.0
Hyundai Elantra VI (AD) Рестайлинг,2019,58321.0,1.6,Бензин,128.0,автомат,белый,седан,передний,1375000.0
Skoda Rapid II,2020,8956.0,1.4,Бензин,125.0,робот,синий,лифтбек,передний,1430000.0
